Order_ID,Product_ID,Quantity,Revenue
1236,8,1,43538
1236,8,3,130614
1236,1,5,239850
1237,9,1,44865
1237,10,4,193552
1237,9,1,44865
1237,9,2,89730
1238,8,1,43538
1239,1,4,191880
1239,6,2,40946
1240,4,2,59512
1240,8,1,43538
1240,1,1,47970
1241,6,4,81892
1242,7,4,116724
1242,7,5,145905
1242,3,3,116319
1242,6,4,81892
1243,7,3,87543
1243,10,5,241940
1243,1,2,95940
1244,5,5,188595
1244,7,2,58362
1244,2,5,92075
1244,10,4,193552
1245,6,2,40946
1245,4,5,148780
1245,4,3,89268
1245,3,5,193865
1246,4,3,89268
1246,8,3,130614
1246,5,2,75438
1246,9,1,44865
1247,7,5,145905
1247,10,1,48388
1248,8,1,43538
1249,1,5,239850
1250,5,2,75438
1251,6,3,61419
1252,1,1,47970
1252,6,4,81892
1253,6,5,102365
1254,1,4,191880
1255,10,4,193552
1255,2,4,73660
1255,5,2,75438
1256,1,4,191880
1257,1,1,47970
1258,8,3,130614
1258,5,5,188595
1258,2,2,36830
1259,1,4,191880
1260,5,2,75438
1260,5,3,113157
1261,10,5,241940
1262,4,3,89268
1262,7,4,116724
1262,2,5,92075
1263,7,4,116724
1264,4,5,148780
1265,7,2,58362
1265,3,4,155092
1266,6,5,102365
1267,9,4,179460
1267,6,2,40946
1267,9,1,44865
1268,6,1,20473
1268,4,2,59512
1268,10,5,241940
1269,9,2,89730
1269,3,3,116319
1269,4,5,148780
1270,6,5,102365
1270,7,4,116724
1270,6,5,102365
1270,2,3,55245
1271,9,5,224325
1271,3,2,77546
1272,10,4,193552
1272,2,4,73660
1273,9,2,89730
1273,10,3,145164
1273,5,4,150876
1274,7,5,145905
1274,3,4,155092
1274,8,3,130614
1274,3,1,38773
1275,2,5,92075
1275,1,1,47970
1275,1,1,47970
1276,4,1,29756
1277,5,3,113157
1277,10,1,48388
1277,3,1,38773
1278,6,2,40946
1278,7,4,116724
1278,10,2,96776
1279,5,2,75438
1279,4,4,119024
1279,8,3,130614
1279,2,1,18415
1280,10,4,193552
1280,4,4,119024
1280,10,1,48388
1281,2,4,73660
1281,10,5,241940
1281,5,2,75438
1282,1,3,143910
1283,1,1,47970
1283,2,2,36830
1283,7,3,87543
1284,1,1,47970
1284,1,4,191880
1285,8,2,87076
1285,2,3,55245
1285,5,5,188595
1286,7,1,29181
1287,9,1,44865
1287,5,2,75438
1287,1,1,47970
1288,2,4,73660
1289,7,5,145905
1289,8,2,87076
1290,6,2,40946
1290,9,3,134595
1290,6,5,102365
1291,1,5,239850
1292,2,2,36830
1292,4,3,89268
1292,10,3,145164
1293,3,4,155092
1293,8,1,43538
1293,2,4,73660
1293,1,5,239850
1294,9,5,224325
1294,7,2,58362
1294,5,4,150876
1294,7,1,29181
1295,8,4,174152
1295,8,4,174152
1295,5,1,37719
1296,9,1,44865
1296,9,3,134595
1296,10,2,96776
1296,2,5,92075
1297,5,4,150876
1297,10,2,96776
1298,3,2,77546
1298,4,5,148780
1299,4,4,119024
1299,1,1,47970
1300,1,4,191880
1301,6,2,40946
1301,9,2,89730
1302,10,4,193552
1302,5,3,113157
1303,5,4,150876
1303,5,4,150876
1303,1,3,143910
1304,4,3,89268
1305,2,2,36830
1305,1,2,95940
1306,4,2,59512
1306,9,2,89730
1306,7,4,116724
1306,6,3,61419
1307,8,4,174152
1307,7,2,58362
1308,4,5,148780
1309,6,5,102365
1309,4,5,148780
1309,4,1,29756
1309,9,2,89730
1310,10,2,96776
1311,1,4,191880
1311,5,2,75438
1312,1,3,143910
1312,10,3,145164
1312,7,3,87543
1312,6,4,81892
1313,4,5,148780
1313,2,3,55245
1313,8,3,130614
1314,4,4,119024
1314,2,5,92075
1315,7,1,29181
1316,3,3,116319
1316,1,4,191880
1316,3,1,38773
1316,2,4,73660
1317,7,3,87543
1317,4,4,119024
1318,4,3,89268
1319,8,1,43538
1319,3,3,116319
1319,8,3,130614
1319,6,1,20473
1320,1,3,143910
1321,3,4,155092
1321,9,5,224325
1321,3,4,155092
1322,6,2,40946
1323,4,5,148780
1324,7,1,29181
1324,9,4,179460
1325,6,3,61419
1325,8,3,130614
1326,10,2,96776
1326,10,4,193552
1326,8,3,130614
1326,9,4,179460
1327,2,3,55245
1328,5,2,75438
1328,4,5,148780
1328,5,5,188595
1328,10,3,145164
1329,5,1,37719
1329,4,3,89268
1329,10,2,96776
1329,3,1,38773
1330,1,1,47970
1331,8,2,87076
1331,3,2,77546
1331,10,1,48388
1332,4,5,148780
1332,6,1,20473
1332,5,2,75438
1333,7,1,29181
1333,4,4,119024
1333,7,5,145905
1334,10,4,193552
1335,6,1,20473
1335,7,3,87543
1335,3,5,193865
1335,6,2,40946
1336,6,5,102365
1336,1,2,95940
1336,6,4,81892
1336,2,1,18415
1337,1,1,47970
1338,7,1,29181
1338,10,4,193552
1339,5,2,75438
1339,3,5,193865
1339,10,5,241940
1340,6,1,20473
1340,6,4,81892
1341,2,1,18415
1341,8,1,43538
1341,8,2,87076
1341,2,4,73660
1342,7,4,116724
1342,9,5,224325
1342,6,2,40946
1342,4,3,89268
1343,5,5,188595
1344,9,1,44865
1344,3,1,38773
1345,7,2,58362
1345,5,1,37719
1346,10,1,48388
1346,1,2,95940
1346,9,4,179460
1347,4,1,29756
1348,7,1,29181
1349,7,3,87543
1349,9,1,44865
1349,9,5,224325
1349,2,3,55245
1350,9,5,224325
1350,8,4,174152
1350,6,2,40946
1351,8,2,87076
1351,9,3,134595
1351,10,4,193552
1351,5,2,75438
1352,7,4,116724
1352,5,5,188595
1352,10,5,241940
1352,7,2,58362
1353,4,3,89268
1354,1,3,143910
1355,1,1,47970
1355,7,1,29181
1356,4,1,29756
1356,2,4,73660
1356,4,4,119024
1357,6,4,81892
1357,2,5,92075
1358,2,3,55245
1358,4,5,148780
1358,2,4,73660
1358,10,3,145164
1359,4,3,89268
1360,3,1,38773
1360,8,3,130614
1360,9,5,224325
1361,5,3,113157
1361,8,5,217690
1361,8,3,130614
1362,1,3,143910
1362,1,5,239850
1362,10,3,145164
1363,10,2,96776
1363,10,2,96776
1364,3,4,155092
1364,1,5,239850
1364,9,5,224325
1364,8,4,174152
1365,4,1,29756
1365,2,4,73660
1366,9,2,89730
1366,10,5,241940
1366,1,1,47970
1366,7,5,145905
1367,10,1,48388
1368,9,1,44865
1368,8,1,43538
1368,7,5,145905
1369,3,4,155092
1369,8,4,174152
1369,7,3,87543
1369,2,1,18415
1370,3,1,38773
1371,10,4,193552
1371,4,1,29756
1372,5,4,150876
1373,2,5,92075
1373,7,3,87543
1374,3,2,77546
1374,1,5,239850
1374,5,2,75438
1374,1,1,47970
1375,5,5,188595
1375,2,3,55245
1375,5,2,75438
1375,6,2,40946
1376,6,2,40946
1377,2,5,92075
1377,10,1,48388
1377,2,4,73660
1378,1,4,191880
1378,7,5,145905
1378,7,3,87543
1378,9,5,224325
1379,3,4,155092
1379,2,3,55245
1380,2,5,92075
1381,9,3,134595
1381,8,1,43538
1381,9,4,179460
1381,4,1,29756
1382,8,2,87076
1383,8,1,43538
1383,6,2,40946
1383,7,3,87543
1383,9,2,89730
1384,10,4,193552
1384,6,1,20473
1384,2,1,18415
1385,4,2,59512
1385,4,2,59512
1386,5,4,150876
1386,9,2,89730
1387,7,3,87543
1387,2,4,73660
1387,5,2,75438
1388,2,1,18415
1388,3,3,116319
1388,8,1,43538
1388,5,3,113157
1389,8,1,43538
1389,10,3,145164
1389,7,1,29181
1390,6,3,61419
1390,1,5,239850
1390,10,5,241940
1390,2,4,73660
1391,7,5,145905
1392,4,5,148780
1392,9,1,44865
1393,4,2,59512
1393,2,4,73660
1393,6,1,20473
1394,1,1,47970
1394,7,5,145905
1395,6,3,61419
1396,7,2,58362
1396,10,3,145164
1396,2,5,92075
1396,8,3,130614
1397,9,2,89730
1397,1,1,47970
1398,9,2,89730
1398,8,5,217690
1398,8,5,217690
1399,6,3,61419
1400,4,3,89268
1401,3,5,193865
1402,2,1,18415
1402,1,1,47970
1402,6,3,61419
1403,1,3,143910
1404,6,4,81892
1404,9,4,179460
1404,4,1,29756
1405,1,1,47970
1405,7,5,145905
1406,10,1,48388
1407,1,3,143910
1407,1,4,191880
1407,6,4,81892
1408,2,2,36830
1408,2,1,18415
1409,7,2,58362
1409,4,4,119024
1409,6,2,40946
1410,9,2,89730
1411,10,1,48388
1411,9,2,89730
1411,3,4,155092
1411,5,5,188595
1412,7,4,116724
1412,7,4,116724
1412,3,3,116319
1412,7,5,145905
1413,6,4,81892
1413,1,5,239850
1414,7,3,87543
1414,10,5,241940
1414,3,3,116319
1414,2,4,73660
1415,10,4,193552
1415,4,2,59512
1416,3,4,155092
1417,5,2,75438
1417,2,5,92075
1417,10,3,145164
1418,3,4,155092
1419,10,3,145164
1420,8,2,87076
1420,9,2,89730
1420,9,2,89730
1421,7,4,116724
1421,7,2,58362
1421,10,3,145164
1422,5,5,188595
1422,8,5,217690
1422,6,1,20473
1422,8,1,43538
1423,2,3,55245
1423,6,4,81892
1424,3,5,193865
1424,9,1,44865
1424,8,4,174152
1424,7,4,116724
1425,4,2,59512
1425,9,3,134595
1426,7,4,116724
1426,10,2,96776
1426,3,2,77546
1426,3,3,116319
1427,3,3,116319
1427,5,3,113157
1427,9,3,134595
1427,3,4,155092
1428,8,2,87076
1428,3,4,155092
1428,4,1,29756
1429,7,2,58362
1430,6,1,20473
1430,6,1,20473
1431,6,2,40946
1431,9,4,179460
1431,3,1,38773
1431,7,1,29181
1432,9,2,89730
1432,3,2,77546
1432,6,2,40946
1433,4,5,148780
1433,1,2,95940
1433,7,4,116724
1433,6,5,102365
1434,5,4,150876
1435,8,3,130614
1436,8,2,87076
1436,3,5,193865
1437,7,1,29181
1437,6,3,61419
1437,2,2,36830
1438,3,5,193865
1438,9,2,89730
1438,10,3,145164
1439,8,1,43538
1439,6,5,102365
1440,4,3,89268
1440,4,3,89268
1440,2,4,73660
1441,5,5,188595
1441,9,1,44865
1442,3,4,155092
1443,8,2,87076
1443,3,5,193865
1444,4,4,119024
1445,2,2,36830
1445,6,2,40946
1445,2,5,92075
1446,7,5,145905
1446,9,3,134595
1446,8,2,87076
1447,9,2,89730
1447,5,3,113157
1448,6,4,81892
1448,3,1,38773
1448,4,2,59512
1449,6,1,20473
1449,6,2,40946
1449,6,4,81892
1449,3,1,38773
1450,1,5,239850
1451,6,5,102365
1451,6,4,81892
1451,10,3,145164
1452,6,5,102365
1453,6,5,102365
1454,7,3,87543
1454,2,1,18415
1454,7,2,58362
1455,8,5,217690
1455,4,2,59512
1455,2,1,18415
1456,3,1,38773
1456,6,1,20473
1456,4,4,119024
1457,10,3,145164
1458,4,2,59512
1458,7,5,145905
1458,3,4,155092
1458,4,3,89268
1459,9,2,89730
1459,2,4,73660
1460,7,1,29181
1460,4,4,119024
1461,5,1,37719
1461,2,5,92075
1462,9,1,44865
1462,9,5,224325
1463,3,3,116319
1464,5,3,113157
1465,3,4,155092
1465,5,3,113157
1465,3,5,193865
1465,5,5,188595
1466,1,5,239850
1467,5,5,188595
1467,3,2,77546
1467,6,5,102365
1467,4,2,59512
1468,6,4,81892
1468,4,3,89268
1468,1,2,95940
1469,7,4,116724
1470,5,5,188595
1470,9,3,134595
1470,4,2,59512
1471,7,1,29181
1471,9,3,134595
1472,2,2,36830
1472,8,5,217690
1472,5,5,188595
1473,3,2,77546
1474,3,3,116319
1474,8,1,43538
1474,9,1,44865
1474,3,1,38773
1475,8,4,174152
1475,8,4,174152
1476,10,4,193552
1477,7,1,29181
1478,6,2,40946
1478,2,2,36830
1479,8,3,130614
1480,4,5,148780
1480,7,5,145905
1480,10,4,193552
1481,10,4,193552
1482,9,2,89730
1482,5,5,188595
1482,2,1,18415
1482,4,3,89268
1483,2,4,73660
1483,9,5,224325
1483,1,1,47970
1483,9,3,134595
1484,5,2,75438
1485,1,3,143910
1485,1,1,47970
1486,3,2,77546
1486,6,4,81892
1486,7,5,145905
1487,3,4,155092
1487,7,5,145905
1488,7,2,58362
1488,1,4,191880
1489,1,5,239850
1489,9,5,224325
1489,6,4,81892
1489,4,1,29756
1490,1,1,47970
1490,9,5,224325
1490,8,3,130614
1491,3,4,155092
1491,10,4,193552
1491,3,3,116319
1491,6,4,81892
1492,2,3,55245
1492,8,3,130614
1492,6,3,61419
1493,8,5,217690
1493,10,3,145164
1494,10,5,241940
1494,8,2,87076
1495,3,4,155092
1496,6,2,40946
1497,4,3,89268
1497,2,1,18415
1497,7,4,116724
1497,5,4,150876
1498,7,2,58362
1499,8,3,130614
1500,8,4,174152
1500,1,1,47970
1501,5,4,150876
1501,9,3,134595
1502,10,1,48388
1503,10,5,241940
1503,8,5,217690
1504,8,2,87076
1505,10,1,48388
1506,10,2,96776
1506,6,2,40946
1506,5,3,113157
1506,1,1,47970
1507,9,5,224325
1507,7,1,29181
1507,8,5,217690
1507,9,3,134595
1508,5,3,113157
1508,3,3,116319
1509,9,1,44865
1509,1,1,47970
1509,6,4,81892
1510,4,5,148780
1511,3,5,193865
1512,9,2,89730
1513,2,3,55245
1513,6,2,40946
1514,3,4,155092
1514,4,3,89268
1514,2,5,92075
1514,5,1,37719
1515,4,2,59512
1515,6,5,102365
1515,7,5,145905
1516,1,2,95940
1516,8,3,130614
1517,2,5,92075
1518,5,1,37719
1518,2,1,18415
1519,9,2,89730
1519,4,3,89268
1519,3,3,116319
1519,7,3,87543
1520,8,1,43538
1520,4,5,148780
1520,6,2,40946
1520,7,2,58362
1521,8,3,130614
1521,6,4,81892
1522,9,3,134595
1522,5,5,188595
1522,6,3,61419
1523,10,2,96776
1523,8,2,87076
1523,6,5,102365
1523,9,3,134595
1524,7,2,58362
1524,7,5,145905
1524,10,3,145164
1524,3,5,193865
1525,1,1,47970
1525,8,5,217690
1525,10,3,145164
1525,3,3,116319
1526,9,1,44865
1526,4,4,119024
1527,8,4,174152
1527,1,2,95940
1527,9,5,224325
1528,10,4,193552
1528,7,4,116724
1528,2,4,73660
1528,6,3,61419
1529,4,3,89268
1529,2,2,36830
1529,8,5,217690
1530,6,3,61419
1530,6,4,81892
1530,2,4,73660
1530,6,1,20473
1531,3,4,155092
1532,1,2,95940
1532,2,1,18415
1532,10,4,193552
1533,7,5,145905
1533,10,1,48388
1533,7,3,87543
1533,10,5,241940
1534,1,1,47970
1535,3,2,77546
1535,10,5,241940
1535,2,1,18415
1536,7,1,29181
1536,1,4,191880
1536,2,3,55245
1536,10,5,241940
1537,3,2,77546
1537,7,1,29181
1537,6,5,102365
1538,2,5,92075
1539,1,3,143910
1539,7,4,116724
1539,1,2,95940
1539,7,4,116724
1540,1,2,95940
1541,10,5,241940
1541,7,5,145905
1541,5,3,113157
1541,4,5,148780
1542,3,1,38773
1542,3,2,77546
1542,10,1,48388
1543,5,1,37719
1544,1,1,47970
1544,9,1,44865
1545,8,1,43538
1545,9,5,224325
1545,2,1,18415
1545,7,2,58362
1546,1,2,95940
1546,8,2,87076
1546,5,5,188595
1546,2,2,36830
1547,10,2,96776
1547,6,3,61419
1548,10,2,96776
1549,5,1,37719
1549,9,4,179460
1549,5,3,113157
1550,4,4,119024
1550,1,3,143910
1551,8,3,130614
1552,3,1,38773
1552,3,2,77546
1553,10,2,96776
1553,2,1,18415
1553,9,1,44865
1554,8,3,130614
1554,2,2,36830
1554,3,4,155092
1554,4,2,59512
1555,10,4,193552
1555,7,2,58362
1556,2,4,73660
1556,10,5,241940
1556,6,5,102365
1557,10,2,96776
1557,3,2,77546
1557,3,3,116319
1557,5,3,113157
1558,5,2,75438
1559,2,5,92075
1559,2,1,18415
1559,2,3,55245
1559,3,1,38773
1560,8,2,87076
1560,6,5,102365
1560,9,5,224325
1560,7,3,87543
1561,3,4,155092
1561,5,1,37719
1561,10,1,48388
1561,1,1,47970
1562,2,1,18415
1563,5,4,150876
1563,9,5,224325
1563,4,3,89268
1563,4,2,59512
1564,5,2,75438
1564,5,4,150876
1564,10,1,48388
1565,8,4,174152
1565,10,2,96776
1566,9,2,89730
1566,5,4,150876
1567,7,2,58362
1567,1,4,191880
1568,8,5,217690
1568,7,1,29181
1568,10,2,96776
1568,3,2,77546
1569,10,3,145164
1570,1,3,143910
1570,7,3,87543
1571,10,4,193552
1571,8,4,174152
1571,9,4,179460
1571,1,3,143910
1572,8,2,87076
1572,5,3,113157
1573,6,1,20473
1573,6,5,102365
1574,4,3,89268
1574,1,1,47970
1575,1,1,47970
1575,6,4,81892
1575,3,4,155092
1576,3,2,77546
1576,5,4,150876
1577,2,2,36830
1578,9,5,224325
1578,4,4,119024
1578,9,2,89730
1579,10,4,193552
1579,8,4,174152
1580,5,3,113157
1581,4,2,59512
1581,10,5,241940
1582,5,5,188595
1582,8,2,87076
1582,1,5,239850
1583,3,3,116319
1584,3,2,77546
1584,4,5,148780
1584,4,5,148780
1584,2,2,36830
1585,8,2,87076
1586,3,4,155092
1586,3,5,193865
1586,9,5,224325
1586,1,4,191880
1587,8,2,87076
1588,3,3,116319
1589,4,2,59512
1589,6,4,81892
1589,3,3,116319
1589,3,2,77546
1590,6,1,20473
1590,9,4,179460
1591,5,5,188595
1591,7,1,29181
1591,1,2,95940
1591,10,3,145164
1592,4,4,119024
1592,5,5,188595
1592,6,5,102365
1592,5,1,37719
1593,3,1,38773
1593,10,3,145164
1593,1,3,143910
1593,1,3,143910
1594,3,4,155092
1595,3,4,155092
1595,3,5,193865
1596,7,2,58362
1596,10,3,145164
1597,7,5,145905
1597,10,2,96776
1597,3,5,193865
1597,7,5,145905
1598,7,5,145905
1598,10,3,145164
1598,9,3,134595
1598,7,2,58362
1599,10,5,241940
1600,10,3,145164
1600,10,5,241940
1601,5,3,113157
1601,9,4,179460
1601,8,2,87076
1601,1,2,95940
1602,9,2,89730
1602,3,1,38773
1602,3,4,155092
1603,8,1,43538
1603,2,5,92075
1603,7,5,145905
1604,1,1,47970
1604,9,3,134595
1605,9,4,179460
1605,9,5,224325
1605,5,3,113157
1606,4,5,148780
1606,1,2,95940
1607,10,5,241940
1607,2,4,73660
1607,8,5,217690
1608,4,2,59512
1608,8,3,130614
1608,3,2,77546
1609,5,5,188595
1609,3,1,38773
1609,6,5,102365
1610,2,2,36830
1610,3,4,155092
1611,1,3,143910
1611,9,5,224325
1611,10,4,193552
1612,8,3,130614
1612,7,5,145905
1612,6,5,102365
1612,2,1,18415
1613,9,5,224325
1613,2,3,55245
1614,6,1,20473
1615,1,3,143910
1615,10,5,241940
1615,10,1,48388
1615,9,1,44865
1616,1,1,47970
1616,9,2,89730
1616,10,5,241940
1617,3,1,38773
1617,2,2,36830
1617,3,2,77546
1617,8,1,43538
1618,4,2,59512
1618,2,2,36830
1619,4,2,59512
1619,3,4,155092
1619,8,3,130614
1620,10,5,241940
1620,5,2,75438
1620,7,2,58362
1620,6,2,40946
1621,5,1,37719
1622,8,2,87076
1622,1,5,239850
1623,9,1,44865
1623,9,5,224325
1624,7,1,29181
1624,6,4,81892
1625,4,3,89268
1625,8,5,217690
1626,10,2,96776
1626,1,4,191880
1627,7,2,58362
1628,8,4,174152
1629,7,1,29181
1630,5,5,188595
1630,5,3,113157
1630,6,3,61419
1631,6,2,40946
1631,4,5,148780
1631,2,1,18415
1632,1,5,239850
1632,6,1,20473
1633,7,3,87543
1633,2,3,55245
1633,9,5,224325
1634,9,3,134595
1634,5,3,113157
1634,7,4,116724
1635,10,2,96776
1635,5,1,37719
1635,4,4,119024
1635,3,3,116319
1636,3,2,77546
1637,1,3,143910
1637,9,5,224325
1637,7,5,145905
1637,4,1,29756
1638,10,4,193552
1638,8,3,130614
1638,5,3,113157
1638,3,4,155092
1639,8,1,43538
1639,10,4,193552
1639,5,5,188595
1640,4,1,29756
1641,4,2,59512
1641,8,2,87076
1641,7,2,58362
1642,2,1,18415
1642,4,4,119024
1642,9,4,179460
1642,10,2,96776
1643,5,5,188595
1644,5,4,150876
1644,10,4,193552
1644,10,4,193552
1644,10,3,145164
1645,10,1,48388
1645,5,4,150876
1645,2,2,36830
1645,1,3,143910
1646,9,2,89730
1646,3,1,38773
1647,5,5,188595
1647,8,5,217690
1647,10,1,48388
1648,4,2,59512
1649,7,1,29181
1649,9,2,89730
1649,6,2,40946
1650,6,5,102365
1651,6,4,81892
1651,4,4,119024
1651,10,2,96776
1651,7,3,87543
1652,7,4,116724
1652,8,4,174152
1653,4,1,29756
1653,2,1,18415
1653,10,5,241940
1654,8,2,87076
1654,1,2,95940
1654,7,5,145905
1654,10,3,145164
1655,9,1,44865
1655,2,2,36830
1655,8,2,87076
1656,3,2,77546
1656,10,2,96776
1657,8,3,130614
1657,7,4,116724
1658,7,2,58362
1658,9,4,179460
1658,8,3,130614
1658,6,1,20473
1659,4,1,29756
1659,2,5,92075
1660,6,2,40946
1661,2,4,73660
1661,5,5,188595
1662,3,1,38773
1662,3,3,116319
1662,5,1,37719
1662,7,1,29181
1663,9,4,179460
1663,4,4,119024
1663,4,2,59512
1663,3,3,116319
1664,9,2,89730
1664,10,3,145164
1664,9,4,179460
1665,6,5,102365
1665,1,4,191880
1666,1,5,239850
1667,5,3,113157
1667,8,5,217690
1667,9,2,89730
1668,6,2,40946
1668,10,1,48388
1668,2,1,18415
1669,10,4,193552
1669,9,1,44865
1669,7,1,29181
1670,8,3,130614
1671,6,1,20473
1672,1,5,239850
1673,4,3,89268
1673,10,1,48388
1674,7,4,116724
1675,6,4,81892
1675,3,2,77546
1676,10,4,193552
1676,4,4,119024
1677,3,4,155092
1677,7,2,58362
1678,8,4,174152
1678,3,1,38773
1678,7,4,116724
1679,10,3,145164
1679,10,1,48388
1679,9,3,134595
1679,7,4,116724
1680,10,5,241940
1681,7,5,145905
1681,7,1,29181
1682,6,4,81892
1682,9,4,179460
1683,9,2,89730
1683,5,1,37719
1683,4,3,89268
1683,2,2,36830
1684,2,1,18415
1684,10,3,145164
1684,2,2,36830
1684,2,5,92075
1685,3,3,116319
1686,3,1,38773
1686,8,4,174152
1686,5,2,75438
1686,4,4,119024
1687,9,1,44865
1688,7,5,145905
1688,4,4,119024
1688,9,4,179460
1688,2,3,55245
1689,1,1,47970
1689,10,3,145164
1690,7,2,58362
1690,7,1,29181
1691,5,4,150876
1691,3,3,116319
1691,7,3,87543
1691,1,5,239850
1692,9,5,224325
1692,9,4,179460
1692,4,2,59512
1692,1,3,143910
1693,10,4,193552
1693,4,4,119024
1693,8,4,174152
1694,7,5,145905
1694,4,2,59512
1694,8,2,87076
1694,4,2,59512
1695,1,3,143910
1695,5,1,37719
1695,6,2,40946
1695,9,5,224325
1696,1,2,95940
1696,2,1,18415
1696,3,1,38773
1697,4,3,89268
1697,3,1,38773
1697,10,3,145164
1697,6,3,61419
1698,7,1,29181
1698,6,3,61419
1699,4,4,119024
1699,4,2,59512
1699,3,4,155092
1700,2,3,55245
1700,7,2,58362
1701,8,4,174152
1702,7,5,145905
1702,8,5,217690
1702,8,4,174152
1702,9,3,134595
1703,8,1,43538
1703,4,2,59512
1703,6,4,81892
1703,4,3,89268
1704,4,2,59512
1705,1,2,95940
1706,8,4,174152
1706,3,4,155092
1706,9,2,89730
1706,10,2,96776
1707,3,3,116319
1707,3,4,155092
1707,4,1,29756
1707,4,5,148780
1708,3,5,193865
1709,9,5,224325
1709,1,2,95940
1709,7,1,29181
1710,7,3,87543
1711,1,1,47970
1711,1,5,239850
1711,9,1,44865
1712,7,2,58362
1712,2,2,36830
1712,2,5,92075
1712,9,5,224325
1713,9,4,179460
1713,4,5,148780
1713,9,5,224325
1713,6,2,40946
1714,8,4,174152
1714,5,4,150876
1714,4,5,148780
1715,8,1,43538
1715,1,1,47970
1715,4,5,148780
1715,6,5,102365
1716,4,2,59512
1716,7,2,58362
1717,4,3,89268
1717,10,2,96776
1718,2,3,55245
1718,8,5,217690
1718,4,4,119024
1719,8,1,43538
1720,8,5,217690
1720,9,3,134595
1721,10,1,48388
1722,8,5,217690
1722,4,1,29756
1722,6,1,20473
1722,7,4,116724
1723,5,4,150876
1723,6,1,20473
1723,3,4,155092
1723,10,1,48388
1724,10,3,145164
1724,9,3,134595
1724,9,5,224325
1724,5,5,188595
1725,5,4,150876
1726,9,3,134595
1726,6,3,61419
1726,10,3,145164
1726,1,1,47970
1727,5,2,75438
1728,5,3,113157
1728,10,1,48388
1728,9,4,179460
1728,9,1,44865
1729,2,3,55245
1730,1,4,191880
1730,10,2,96776
1730,9,5,224325
1730,10,1,48388
1731,5,2,75438
1731,7,2,58362
1731,5,3,113157
1731,3,1,38773
1732,6,1,20473
1732,4,1,29756
1732,4,5,148780
1732,9,5,224325
1733,10,4,193552
1734,4,4,119024
1734,6,3,61419
1734,9,2,89730
1734,9,4,179460
1735,2,4,73660
1735,9,4,179460
1736,8,1,43538
1737,10,4,193552
1737,8,3,130614
1738,4,2,59512
1739,4,5,148780
1739,9,2,89730
1739,6,3,61419
1740,9,5,224325
1740,3,5,193865
1740,9,2,89730
1741,6,1,20473
1741,10,2,96776
1741,5,4,150876
1742,10,4,193552
1742,3,1,38773
1742,3,5,193865
1743,10,3,145164
1743,7,1,29181
1743,6,5,102365
1743,3,4,155092
1744,9,3,134595
1744,2,1,18415
1745,2,1,18415
1745,6,2,40946
1745,8,2,87076
1745,7,3,87543
1746,4,2,59512
1746,8,5,217690
1746,2,2,36830
1747,7,4,116724
1747,9,3,134595
1747,3,2,77546
1748,6,3,61419
1748,2,1,18415
1748,2,3,55245
1749,3,1,38773
1750,6,2,40946
1750,9,2,89730
1750,7,1,29181
1751,4,2,59512
1752,10,2,96776
1752,4,4,119024
1752,10,4,193552
1753,10,5,241940
1753,7,1,29181
1754,5,2,75438
1754,1,2,95940
1754,6,5,102365
1755,8,5,217690
1756,6,4,81892
1756,3,5,193865
1757,9,4,179460
1757,9,5,224325
1757,8,5,217690
1757,4,1,29756
1758,5,4,150876
1758,1,4,191880
1758,5,1,37719
1758,8,1,43538
1759,4,1,29756
1759,3,2,77546
1759,10,1,48388
1759,10,3,145164
1760,1,4,191880
1760,2,2,36830
1760,1,2,95940
1760,8,2,87076
1761,3,1,38773
1761,9,5,224325
1761,5,4,150876
1761,9,2,89730
1762,2,4,73660
1762,7,5,145905
1762,1,3,143910
1763,7,4,116724
1763,3,2,77546
1763,6,1,20473
1764,8,4,174152
1765,9,5,224325
1766,8,1,43538
1766,2,5,92075
1766,10,2,96776
1766,6,5,102365
1767,6,1,20473
1767,4,1,29756
1767,6,2,40946
1768,1,1,47970
1768,7,4,116724
1768,9,4,179460
1768,3,2,77546
1769,1,5,239850
1770,1,5,239850
1770,2,3,55245
1771,8,3,130614
1771,1,3,143910
1771,4,4,119024
1772,1,1,47970
1772,5,3,113157
1772,5,4,150876
1772,9,5,224325
1773,3,4,155092
1773,2,3,55245
1773,1,1,47970
1774,10,3,145164
1775,2,3,55245
1775,9,1,44865
1775,7,5,145905
1776,3,1,38773
1776,1,5,239850
1776,8,3,130614
1776,6,5,102365
1777,9,3,134595
1778,1,3,143910
1778,8,2,87076
1778,8,5,217690
1779,2,1,18415
1780,9,2,89730
1780,6,5,102365
1781,3,1,38773
1781,6,4,81892
1781,1,5,239850
1782,3,3,116319
1782,1,5,239850
1783,7,3,87543
1783,9,1,44865
1784,6,2,40946
1784,1,2,95940
1784,9,4,179460
1784,10,3,145164
1785,10,5,241940
1786,1,2,95940
1787,4,4,119024
1787,6,2,40946
1787,4,3,89268
1787,3,4,155092
1788,1,2,95940
1789,10,5,241940
1790,9,5,224325
1790,9,3,134595
1790,9,4,179460
1790,5,2,75438
1791,6,3,61419
1791,5,2,75438
1791,10,3,145164
1792,3,3,116319
1792,9,3,134595
1792,8,5,217690
1792,1,5,239850
1793,4,1,29756
1793,3,1,38773
1793,2,2,36830
1794,5,5,188595
1794,5,2,75438
1794,7,3,87543
1795,1,2,95940
